Column Name,Description in Plain English,Logic / Formula,Source Table(s)
TAT > 60 mins,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT > 60 mins""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT 0-6 hrs,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT 0-6 hrs""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT 6-12 hrs,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT 6-12 hrs""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT 12-24 hrs,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT 12-24 hrs""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT 24-48 hrs,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT 24-48 hrs""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT >48 hrs,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT >48 hrs""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT+1,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT+1""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT + 2,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT + 2""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT + 3,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT + 3""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT + 4,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT + 4""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT > 4,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT > 4""",analytics_insight_preprod.retail_b2c_ordernhm_bv
TAT (Same day),,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""TAT (Same day)""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Non F&B days diff,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Non F&B days diff""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Shipped mark,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Shipped mark""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Seller State,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Seller State""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Delivery State,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Delivery State""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Seller City,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Seller City""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Delivery City,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Delivery City""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Seller Tier,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Seller Tier""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Delivery Tier,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Delivery Tier""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Seller Zone,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Seller Zone""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Delivery Zone,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Delivery Zone""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Delivery Type,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Delivery Type""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Order type,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Order type""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Breach,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Breach""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Inprocessnew(tat),,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Inprocessnew(tat)""",analytics_insight_preprod.retail_b2c_ordernhm_bv
inprocess(tat),,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""inprocess(tat)""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Buyer cancelled(tat),,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Buyer cancelled(tat)""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Logistics cancelled(tat),,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Logistics cancelled(tat)""",analytics_insight_preprod.retail_b2c_ordernhm_bv
attributed_to,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""attributed_to""",analytics_insight_preprod.retail_b2c_ordernhm_bv
reason_for_cancellation,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""reason_for_cancellation""",analytics_insight_preprod.retail_b2c_ordernhm_bv
is_triggers_rto,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""is_triggers_rto""",analytics_insight_preprod.retail_b2c_ordernhm_bv
cancelled_by,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""cancelled_by""",analytics_insight_preprod.retail_b2c_ordernhm_bv
whether_applicable_for_part_cancel,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""whether_applicable_for_part_cancel""",analytics_insight_preprod.retail_b2c_ordernhm_bv
sorting,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""sorting""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Buyer Cancel,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Buyer Cancel""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Seller Cancel,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Seller Cancel""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Logistics Cancel,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Logistics Cancel""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Cancelled att,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Cancelled att""",analytics_insight_preprod.retail_b2c_ordernhm_bv
In Process (Dt),,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""In Process (Dt)""",analytics_insight_preprod.retail_b2c_ordernhm_bv
delivered(tat),,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""delivered(tat)""",analytics_insight_preprod.retail_b2c_ordernhm_bv
Social Cred Orders,,"analytics_insight_preprod.retail_b2c_ordernhm_bv.""Social Cred Orders""",analytics_insight_preprod.retail_b2c_ordernhm_bv
"▼ retail_funnel_bv   (view, 64 cols)",,,analytics_insight_preprod.retail_funnel_bv
bpp_id,,"analytics_insight_preprod.retail_funnel_bv.""bpp_id""",analytics_insight_preprod.retail_funnel_bv
bap_id,,"analytics_insight_preprod.retail_funnel_bv.""bap_id""",analytics_insight_preprod.retail_funnel_bv
domain,,"analytics_insight_preprod.retail_funnel_bv.""domain""",analytics_insight_preprod.retail_funnel_bv
transaction_id,,"analytics_insight_preprod.retail_funnel_bv.""transaction_id""",analytics_insight_preprod.retail_funnel_bv
provider_id,,"analytics_insight_preprod.retail_funnel_bv.""provider_id""",analytics_insight_preprod.retail_funnel_bv
order_status,,"analytics_insight_preprod.retail_funnel_bv.""order_status""",analytics_insight_preprod.retail_funnel_bv
cancellation_type,,"analytics_insight_preprod.retail_funnel_bv.""cancellation_type""",analytics_insight_preprod.retail_funnel_bv
seller_pincode,,"analytics_insight_preprod.retail_funnel_bv.""seller_pincode""",analytics_insight_preprod.retail_funnel_bv
provider_name,,"analytics_insight_preprod.retail_funnel_bv.""provider_name""",analytics_insight_preprod.retail_funnel_bv
delivery_pincode,,"analytics_insight_preprod.retail_funnel_bv.""delivery_pincode""",analytics_insight_preprod.retail_funnel_bv
is_error,,"analytics_insight_preprod.retail_funnel_bv.""is_error""",analytics_insight_preprod.retail_funnel_bv
error_code,,"analytics_insight_preprod.retail_funnel_bv.""error_code""",analytics_insight_preprod.retail_funnel_bv
first_seen_date,,"analytics_insight_preprod.retail_funnel_bv.""first_seen_date""",analytics_insight_preprod.retail_funnel_bv
hour_of_day,,"analytics_insight_preprod.retail_funnel_bv.""hour_of_day""",analytics_insight_preprod.retail_funnel_bv
min_trans_type_sp,,"analytics_insight_preprod.retail_funnel_bv.""min_trans_type_sp""",analytics_insight_preprod.retail_funnel_bv
max_trans_type_sp,,"analytics_insight_preprod.retail_funnel_bv.""max_trans_type_sp""",analytics_insight_preprod.retail_funnel_bv
max_error_trans_type_sp,,"analytics_insight_preprod.retail_funnel_bv.""max_error_trans_type_sp""",analytics_insight_preprod.retail_funnel_bv
end_trans_type,,"analytics_insight_preprod.retail_funnel_bv.""end_trans_type""",analytics_insight_preprod.retail_funnel_bv
qsr,,"analytics_insight_preprod.retail_funnel_bv.""qsr""",analytics_insight_preprod.retail_funnel_bv
Seller NP,,"analytics_insight_preprod.retail_funnel_bv.""Seller NP""",analytics_insight_preprod.retail_funnel_bv
Buyer NP,,"analytics_insight_preprod.retail_funnel_bv.""Buyer NP""",analytics_insight_preprod.retail_funnel_bv
Call Type,,"analytics_insight_preprod.retail_funnel_bv.""Call Type""",analytics_insight_preprod.retail_funnel_bv
error_category,,"analytics_insight_preprod.retail_funnel_bv.""error_category""",analytics_insight_preprod.retail_funnel_bv
provider_key,,"analytics_insight_preprod.retail_funnel_bv.""provider_key""",analytics_insight_preprod.retail_funnel_bv
Select,,"analytics_insight_preprod.retail_funnel_bv.""Select""",analytics_insight_preprod.retail_funnel_bv
on_select,,"analytics_insight_preprod.retail_funnel_bv.""on_select""",analytics_insight_preprod.retail_funnel_bv
Init,,"analytics_insight_preprod.retail_funnel_bv.""Init""",analytics_insight_preprod.retail_funnel_bv
on_init,,"analytics_insight_preprod.retail_funnel_bv.""on_init""",analytics_insight_preprod.retail_funnel_bv
Confirm_,,"analytics_insight_preprod.retail_funnel_bv.""Confirm_""",analytics_insight_preprod.retail_funnel_bv
on_confirm,,"analytics_insight_preprod.retail_funnel_bv.""on_confirm""",analytics_insight_preprod.retail_funnel_bv
Confirm,,"analytics_insight_preprod.retail_funnel_bv.""Confirm""",analytics_insight_preprod.retail_funnel_bv
Select to Delivered,,"analytics_insight_preprod.retail_funnel_bv.""Select to Delivered""",analytics_insight_preprod.retail_funnel_bv
Select to Cancelled,,"analytics_insight_preprod.retail_funnel_bv.""Select to Cancelled""",analytics_insight_preprod.retail_funnel_bv
Confirm to inprocess,,"analytics_insight_preprod.retail_funnel_bv.""Confirm to inprocess""",analytics_insight_preprod.retail_funnel_bv
Confirm to Delivered,,"analytics_insight_preprod.retail_funnel_bv.""Confirm to Delivered""",analytics_insight_preprod.retail_funnel_bv
In Process,,"analytics_insight_preprod.retail_funnel_bv.""In Process""",analytics_insight_preprod.retail_funnel_bv
On_Select Error,,"analytics_insight_preprod.retail_funnel_bv.""On_Select Error""",analytics_insight_preprod.retail_funnel_bv
On_Confirm Error,,"analytics_insight_preprod.retail_funnel_bv.""On_Confirm Error""",analytics_insight_preprod.retail_funnel_bv
Drop not due to Error (Select-Init) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop not due to Error (Select-Init) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (Select-Init) (logistics) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (Select-Init) (logistics) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (Select-Init) (merchant) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (Select-Init) (merchant) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (Select-Init) (inventory) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (Select-Init) (inventory) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (Select-Init) (others) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (Select-Init) (others) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop not due to Error (Init-Confirm) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop not due to Error (Init-Confirm) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (Init-Confirm) (logistics) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (Init-Confirm) (logistics) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (Init-Confirm) (merchant) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (Init-Confirm) (merchant) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (Confirm-on_confirm) (logistics) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (Confirm-on_confirm) (logistics) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (select-Confirm) (others) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (select-Confirm) (others) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (select-Confirm) (logistics) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (select-Confirm) (logistics) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (select-Confirm) (merchant) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (select-Confirm) (merchant) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (Select-Confirm) (inventory) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (Select-Confirm) (inventory) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop due to Error (Init-Confirm) (inventory) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop due to Error (Init-Confirm) (inventory) absolute""",analytics_insight_preprod.retail_funnel_bv
Drop not due to Error (Select-Confirm) absolute,,"analytics_insight_preprod.retail_funnel_bv.""Drop not due to Error (Select-Confirm) absolute""",analytics_insight_preprod.retail_funnel_bv
Cancelled (Select - Seller),,"analytics_insight_preprod.retail_funnel_bv.""Cancelled (Select - Seller)""",analytics_insight_preprod.retail_funnel_bv
Cancelled (Select - Buyer),,"analytics_insight_preprod.retail_funnel_bv.""Cancelled (Select - Buyer)""",analytics_insight_preprod.retail_funnel_bv
Cancelled (Select - Logistics),,"analytics_insight_preprod.retail_funnel_bv.""Cancelled (Select - Logistics)""",analytics_insight_preprod.retail_funnel_bv
Seller State,,"analytics_insight_preprod.retail_funnel_bv.""Seller State""",analytics_insight_preprod.retail_funnel_bv
Delivery State,,"analytics_insight_preprod.retail_funnel_bv.""Delivery State""",analytics_insight_preprod.retail_funnel_bv
Seller City,,"analytics_insight_preprod.retail_funnel_bv.""Seller City""",analytics_insight_preprod.retail_funnel_bv
Delivery City,,"analytics_insight_preprod.retail_funnel_bv.""Delivery City""",analytics_insight_preprod.retail_funnel_bv
Seller Tier,,"analytics_insight_preprod.retail_funnel_bv.""Seller Tier""",analytics_insight_preprod.retail_funnel_bv
Delivery Tier,,"analytics_insight_preprod.retail_funnel_bv.""Delivery Tier""",analytics_insight_preprod.retail_funnel_bv
Seller Zone,,"analytics_insight_preprod.retail_funnel_bv.""Seller Zone""",analytics_insight_preprod.retail_funnel_bv
Delivery Zone,,"analytics_insight_preprod.retail_funnel_bv.""Delivery Zone""",analytics_insight_preprod.retail_funnel_bv
"▼ sub_cat_active_sellers_agg   (base table, 8 cols)",,,analytics_insight_preprod.sub_cat_active_sellers_agg
year_value,,"analytics_insight_preprod.sub_cat_active_sellers_agg.""year_value""",analytics_insight_preprod.sub_cat_active_sellers_agg
month_value,,"analytics_insight_preprod.sub_cat_active_sellers_agg.""month_value""",analytics_insight_preprod.sub_cat_active_sellers_agg
seller_state,,"analytics_insight_preprod.sub_cat_active_sellers_agg.""seller_state""",analytics_insight_preprod.sub_cat_active_sellers_agg
seller_district,,"analytics_insight_preprod.sub_cat_active_sellers_agg.""seller_district""",analytics_insight_preprod.sub_cat_active_sellers_agg
category,,"analytics_insight_preprod.sub_cat_active_sellers_agg.""category""",analytics_insight_preprod.sub_cat_active_sellers_agg
sub_category,,"analytics_insight_preprod.sub_cat_active_sellers_agg.""sub_category""",analytics_insight_preprod.sub_cat_active_sellers_agg
seller_state_code,,"analytics_insight_preprod.sub_cat_active_sellers_agg.""seller_state_code""",analytics_insight_preprod.sub_cat_active_sellers_agg
active_sellers,,"analytics_insight_preprod.sub_cat_active_sellers_agg.""active_sellers""",analytics_insight_preprod.sub_cat_active_sellers_agg
"▼ sub_cat_district_wise_agg   (base table, 21 cols)",,,analytics_insight_preprod.sub_cat_district_wise_agg
agg_level,,"analytics_insight_preprod.sub_cat_district_wise_agg.""agg_level""",analytics_insight_preprod.sub_cat_district_wise_agg
domain,,"analytics_insight_preprod.sub_cat_district_wise_agg.""domain""",analytics_insight_preprod.sub_cat_district_wise_agg
sub_domain,,"analytics_insight_preprod.sub_cat_district_wise_agg.""sub_domain""",analytics_insight_preprod.sub_cat_district_wise_agg
order_year,,"analytics_insight_preprod.sub_cat_district_wise_agg.""order_year""",analytics_insight_preprod.sub_cat_district_wise_agg
order_month,,"analytics_insight_preprod.sub_cat_district_wise_agg.""order_month""",analytics_insight_preprod.sub_cat_district_wise_agg
order_week,,"analytics_insight_preprod.sub_cat_district_wise_agg.""order_week""",analytics_insight_preprod.sub_cat_district_wise_agg
category,,"analytics_insight_preprod.sub_cat_district_wise_agg.""category""",analytics_insight_preprod.sub_cat_district_wise_agg
sub_category,,"analytics_insight_preprod.sub_cat_district_wise_agg.""sub_category""",analytics_insight_preprod.sub_cat_district_wise_agg
delivery_district,,"analytics_insight_preprod.sub_cat_district_wise_agg.""delivery_district""",analytics_insight_preprod.sub_cat_district_wise_agg
delivery_state,,"analytics_insight_preprod.sub_cat_district_wise_agg.""delivery_state""",analytics_insight_preprod.sub_cat_district_wise_agg
delivery_state_code,,"analytics_insight_preprod.sub_cat_district_wise_agg.""delivery_state_code""",analytics_insight_preprod.sub_cat_district_wise_agg
seller_district,,"analytics_insight_preprod.sub_cat_district_wise_agg.""seller_district""",analytics_insight_preprod.sub_cat_district_wise_agg
seller_state,,"analytics_insight_preprod.sub_cat_district_wise_agg.""seller_state""",analytics_insight_preprod.sub_cat_district_wise_agg
seller_state_code,,"analytics_insight_preprod.sub_cat_district_wise_agg.""seller_state_code""",analytics_insight_preprod.sub_cat_district_wise_agg
total_orders_delivered,,"analytics_insight_preprod.sub_cat_district_wise_agg.""total_orders_delivered""",analytics_insight_preprod.sub_cat_district_wise_agg
pincode_count,,"analytics_insight_preprod.sub_cat_district_wise_agg.""pincode_count""",analytics_insight_preprod.sub_cat_district_wise_agg
total_items,,"analytics_insight_preprod.sub_cat_district_wise_agg.""total_items""",analytics_insight_preprod.sub_cat_district_wise_agg
intrastate_orders,,"analytics_insight_preprod.sub_cat_district_wise_agg.""intrastate_orders""",analytics_insight_preprod.sub_cat_district_wise_agg
interstate_orders,,"analytics_insight_preprod.sub_cat_district_wise_agg.""interstate_orders""",analytics_insight_preprod.sub_cat_district_wise_agg
intradistrict_orders,,"analytics_insight_preprod.sub_cat_district_wise_agg.""intradistrict_orders""",analytics_insight_preprod.sub_cat_district_wise_agg
interdistrict_orders,,"analytics_insight_preprod.sub_cat_district_wise_agg.""interdistrict_orders""",analytics_insight_preprod.sub_cat_district_wise_agg
"▼ sub_cat_pc_level_agg   (base table, 10 cols)",,,analytics_insight_preprod.sub_cat_pc_level_agg
order_year,,"analytics_insight_preprod.sub_cat_pc_level_agg.""order_year""",analytics_insight_preprod.sub_cat_pc_level_agg
order_month,,"analytics_insight_preprod.sub_cat_pc_level_agg.""order_month""",analytics_insight_preprod.sub_cat_pc_level_agg
domain,,"analytics_insight_preprod.sub_cat_pc_level_agg.""domain""",analytics_insight_preprod.sub_cat_pc_level_agg
sub_domain,,"analytics_insight_preprod.sub_cat_pc_level_agg.""sub_domain""",analytics_insight_preprod.sub_cat_pc_level_agg
seller_pincode,,"analytics_insight_preprod.sub_cat_pc_level_agg.""seller_pincode""",analytics_insight_preprod.sub_cat_pc_level_agg
delivery_pincode,,"analytics_insight_preprod.sub_cat_pc_level_agg.""delivery_pincode""",analytics_insight_preprod.sub_cat_pc_level_agg
category,,"analytics_insight_preprod.sub_cat_pc_level_agg.""category""",analytics_insight_preprod.sub_cat_pc_level_agg
sub_category,,"analytics_insight_preprod.sub_cat_pc_level_agg.""sub_category""",analytics_insight_preprod.sub_cat_pc_level_agg
total_orders,,"analytics_insight_preprod.sub_cat_pc_level_agg.""total_orders""",analytics_insight_preprod.sub_cat_pc_level_agg
total_items,,"analytics_insight_preprod.sub_cat_pc_level_agg.""total_items""",analytics_insight_preprod.sub_cat_pc_level_agg
"▼ sub_cat_pc_sellers_agg   (view, 11 cols)",,,analytics_insight_preprod.sub_cat_pc_sellers_agg
year_value,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""year_value""",analytics_insight_preprod.sub_cat_pc_sellers_agg
month_value,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""month_value""",analytics_insight_preprod.sub_cat_pc_sellers_agg
category,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""category""",analytics_insight_preprod.sub_cat_pc_sellers_agg
sub_category,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""sub_category""",analytics_insight_preprod.sub_cat_pc_sellers_agg
seller_state,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""seller_state""",analytics_insight_preprod.sub_cat_pc_sellers_agg
seller_district,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""seller_district""",analytics_insight_preprod.sub_cat_pc_sellers_agg
seller_state_code,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""seller_state_code""",analytics_insight_preprod.sub_cat_pc_sellers_agg
active_sellers,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""active_sellers""",analytics_insight_preprod.sub_cat_pc_sellers_agg
total_sellers,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""total_sellers""",analytics_insight_preprod.sub_cat_pc_sellers_agg
pincode,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""pincode""",analytics_insight_preprod.sub_cat_pc_sellers_agg
active_seller_pct,,"analytics_insight_preprod.sub_cat_pc_sellers_agg.""active_seller_pct""",analytics_insight_preprod.sub_cat_pc_sellers_agg
"▼ sub_cat_pincode_active_sellers_wise_agg   (base table, 9 cols)",,,analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
year_value,,"analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg.""year_value""",analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
month_value,,"analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg.""month_value""",analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
seller_state,,"analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg.""seller_state""",analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
seller_district,,"analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg.""seller_district""",analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
pincode,,"analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg.""pincode""",analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
category,,"analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg.""category""",analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
sub_category,,"analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg.""sub_category""",analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
seller_state_code,,"analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg.""seller_state_code""",analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
active_sellers,,"analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg.""active_sellers""",analytics_insight_preprod.sub_cat_pincode_active_sellers_wise_agg
"▼ total_sellers_agg   (base table, 8 cols)",,,analytics_insight_preprod.total_sellers_agg
year_value,,"analytics_insight_preprod.total_sellers_agg.""year_value""",analytics_insight_preprod.total_sellers_agg
month_value,,"analytics_insight_preprod.total_sellers_agg.""month_value""",analytics_insight_preprod.total_sellers_agg
seller_state,,"analytics_insight_preprod.total_sellers_agg.""seller_state""",analytics_insight_preprod.total_sellers_agg
seller_district,,"analytics_insight_preprod.total_sellers_agg.""seller_district""",analytics_insight_preprod.total_sellers_agg
category,,"analytics_insight_preprod.total_sellers_agg.""category""",analytics_insight_preprod.total_sellers_agg
sub_category,,"analytics_insight_preprod.total_sellers_agg.""sub_category""",analytics_insight_preprod.total_sellers_agg
seller_state_code,,"analytics_insight_preprod.total_sellers_agg.""seller_state_code""",analytics_insight_preprod.total_sellers_agg
total_sellers,,"analytics_insight_preprod.total_sellers_agg.""total_sellers""",analytics_insight_preprod.total_sellers_agg
"▼ total_sellers_pc_agg   (base table, 9 cols)",,,analytics_insight_preprod.total_sellers_pc_agg
year_value,,"analytics_insight_preprod.total_sellers_pc_agg.""year_value""",analytics_insight_preprod.total_sellers_pc_agg
month_value,,"analytics_insight_preprod.total_sellers_pc_agg.""month_value""",analytics_insight_preprod.total_sellers_pc_agg
seller_state,,"analytics_insight_preprod.total_sellers_pc_agg.""seller_state""",analytics_insight_preprod.total_sellers_pc_agg
seller_district,,"analytics_insight_preprod.total_sellers_pc_agg.""seller_district""",analytics_insight_preprod.total_sellers_pc_agg
pincode,,"analytics_insight_preprod.total_sellers_pc_agg.""pincode""",analytics_insight_preprod.total_sellers_pc_agg
category,,"analytics_insight_preprod.total_sellers_pc_agg.""category""",analytics_insight_preprod.total_sellers_pc_agg
sub_category,,"analytics_insight_preprod.total_sellers_pc_agg.""sub_category""",analytics_insight_preprod.total_sellers_pc_agg
seller_state_code,,"analytics_insight_preprod.total_sellers_pc_agg.""seller_state_code""",analytics_insight_preprod.total_sellers_pc_agg
total_sellers,,"analytics_insight_preprod.total_sellers_pc_agg.""total_sellers""",analytics_insight_preprod.total_sellers_pc_agg
