Column Name,Description in Plain English,Logic / Formula,Source Table(s)
delivery_city,,"opendata_nodata.no_model_for_all_domain_pincode_stage.""delivery_city""",opendata_nodata.no_model_for_all_domain_pincode_stage
seller_city,,"opendata_nodata.no_model_for_all_domain_pincode_stage.""seller_city""",opendata_nodata.no_model_for_all_domain_pincode_stage
orders,,"opendata_nodata.no_model_for_all_domain_pincode_stage.""orders""",opendata_nodata.no_model_for_all_domain_pincode_stage
delivery_pincode,,"opendata_nodata.no_model_for_all_domain_pincode_stage.""delivery_pincode""",opendata_nodata.no_model_for_all_domain_pincode_stage
seller_pincode,,"opendata_nodata.no_model_for_all_domain_pincode_stage.""seller_pincode""",opendata_nodata.no_model_for_all_domain_pincode_stage
category,,"opendata_nodata.no_model_for_all_domain_pincode_stage.""category""",opendata_nodata.no_model_for_all_domain_pincode_stage
"▼ processed_reports   (base table, 4 cols)",,,opendata_nodata.processed_reports
id,,"opendata_nodata.processed_reports.""id""",opendata_nodata.processed_reports
report_data,,"opendata_nodata.processed_reports.""report_data""",opendata_nodata.processed_reports
pdf_filename,,"opendata_nodata.processed_reports.""pdf_filename""",opendata_nodata.processed_reports
processed_at,,"opendata_nodata.processed_reports.""processed_at""",opendata_nodata.processed_reports
"▼ processing_status   (base table, 4 cols)",,,opendata_nodata.processing_status
id,,"opendata_nodata.processing_status.""id""",opendata_nodata.processing_status
status,,"opendata_nodata.processing_status.""status""",opendata_nodata.processing_status
error_message,,"opendata_nodata.processing_status.""error_message""",opendata_nodata.processing_status
updated_at,,"opendata_nodata.processing_status.""updated_at""",opendata_nodata.processing_status
"▼ refresh_tokens   (base table, 6 cols)",,,opendata_nodata.refresh_tokens
id,,"opendata_nodata.refresh_tokens.""id""",opendata_nodata.refresh_tokens
token,,"opendata_nodata.refresh_tokens.""token""",opendata_nodata.refresh_tokens
user_id,,"opendata_nodata.refresh_tokens.""user_id""",opendata_nodata.refresh_tokens
expires_at,,"opendata_nodata.refresh_tokens.""expires_at""",opendata_nodata.refresh_tokens
is_active,,"opendata_nodata.refresh_tokens.""is_active""",opendata_nodata.refresh_tokens
created_at,,"opendata_nodata.refresh_tokens.""created_at""",opendata_nodata.refresh_tokens
"▼ roles   (base table, 5 cols)",,,opendata_nodata.roles
id,,"opendata_nodata.roles.""id""",opendata_nodata.roles
name,,"opendata_nodata.roles.""name""",opendata_nodata.roles
description,,"opendata_nodata.roles.""description""",opendata_nodata.roles
created_at,,"opendata_nodata.roles.""created_at""",opendata_nodata.roles
updated_at,,"opendata_nodata.roles.""updated_at""",opendata_nodata.roles
"▼ token_blacklist   (base table, 6 cols)",,,opendata_nodata.token_blacklist
id,,"opendata_nodata.token_blacklist.""id""",opendata_nodata.token_blacklist
token,,"opendata_nodata.token_blacklist.""token""",opendata_nodata.token_blacklist
user_id,,"opendata_nodata.token_blacklist.""user_id""",opendata_nodata.token_blacklist
blacklisted_at,,"opendata_nodata.token_blacklist.""blacklisted_at""",opendata_nodata.token_blacklist
expires_at,,"opendata_nodata.token_blacklist.""expires_at""",opendata_nodata.token_blacklist
reason,,"opendata_nodata.token_blacklist.""reason""",opendata_nodata.token_blacklist
"▼ user_queries   (base table, 11 cols)",,,opendata_nodata.user_queries
id,,"opendata_nodata.user_queries.""id""",opendata_nodata.user_queries
user_id,,"opendata_nodata.user_queries.""user_id""",opendata_nodata.user_queries
subject,,"opendata_nodata.user_queries.""subject""",opendata_nodata.user_queries
category,,"opendata_nodata.user_queries.""category""",opendata_nodata.user_queries
query_text,,"opendata_nodata.user_queries.""query_text""",opendata_nodata.user_queries
status,,"opendata_nodata.user_queries.""status""",opendata_nodata.user_queries
admin_response,,"opendata_nodata.user_queries.""admin_response""",opendata_nodata.user_queries
created_at,,"opendata_nodata.user_queries.""created_at""",opendata_nodata.user_queries
updated_at,,"opendata_nodata.user_queries.""updated_at""",opendata_nodata.user_queries
resolved_at,,"opendata_nodata.user_queries.""resolved_at""",opendata_nodata.user_queries
resolved_by,,"opendata_nodata.user_queries.""resolved_by""",opendata_nodata.user_queries
