Column Name,Description in Plain English,Logic / Formula,Source Table(s)
cancellation_code,,"logistics.master_log.""cancellation_code""",logistics.master_log
latest_order_status,,"logistics.master_log.""latest_order_status""",logistics.master_log
retail_order_id,,"logistics.master_log.""retail_order_id""",logistics.master_log
pick_up_pincode,,"logistics.master_log.""pick_up_pincode""",logistics.master_log
delivery_pincode,,"logistics.master_log.""delivery_pincode""",logistics.master_log
retail_category,,"logistics.master_log.""retail_category""",logistics.master_log
shipment_type,,"logistics.master_log.""shipment_type""",logistics.master_log
motorable_distance,,"logistics.master_log.""motorable_distance""",logistics.master_log
provider_name,,"logistics.master_log.""provider_name""",logistics.master_log
pickup_tat,,"logistics.master_log.""pickup_tat""",logistics.master_log
rts_tat,,"logistics.master_log.""rts_tat""",logistics.master_log
f_ready_to_ship_at_date,,"logistics.master_log.""f_ready_to_ship_at_date""",logistics.master_log
f_at_pickup_from_date,,"logistics.master_log.""f_at_pickup_from_date""",logistics.master_log
f_agent_assigned_at_date,,"logistics.master_log.""f_agent_assigned_at_date""",logistics.master_log
delivered_date,,"logistics.master_log.""delivered_date""",logistics.master_log
cancelled_date,,"logistics.master_log.""cancelled_date""",logistics.master_log
picked_date,,"logistics.master_log.""picked_date""",logistics.master_log
drop_row,,"logistics.master_log.""drop_row""",logistics.master_log
row_updated,,"logistics.master_log.""row_updated""",logistics.master_log
promised_time_to_deliver,,"logistics.master_log.""promised_time_to_deliver""",logistics.master_log
fulfillment_type,,"logistics.master_log.""fulfillment_type""",logistics.master_log
awb_number,,"logistics.master_log.""awb_number""",logistics.master_log
pick_up_lat,,"logistics.master_log.""pick_up_lat""",logistics.master_log
pick_up_long,,"logistics.master_log.""pick_up_long""",logistics.master_log
"▼ master_select_error   (base table, 0 cols)",,,logistics.master_select_error
"▼ order_category_mapping   (base table, 2 cols)",,,logistics.order_category_mapping
L1 Category,,"logistics.order_category_mapping.""L1 Category""",logistics.order_category_mapping
network_retail_order_category,,"logistics.order_category_mapping.""network_retail_order_category""",logistics.order_category_mapping
"▼ order_dummy   (view, 27 cols)",,,logistics.order_dummy
Buyer NP,,"logistics.order_dummy.""Buyer NP""",logistics.order_dummy
Seller NP,,"logistics.order_dummy.""Seller NP""",logistics.order_dummy
Network order id,,"logistics.order_dummy.""Network order id""",logistics.order_dummy
provider key,,"logistics.order_dummy.""provider key""",logistics.order_dummy
Provider Id,,"logistics.order_dummy.""Provider Id""",logistics.order_dummy
Seller Name,,"logistics.order_dummy.""Seller Name""",logistics.order_dummy
Seller Pincode,,"logistics.order_dummy.""Seller Pincode""",logistics.order_dummy
Delivery Pincode,,"logistics.order_dummy.""Delivery Pincode""",logistics.order_dummy
linked,,"logistics.order_dummy.""linked""",logistics.order_dummy
cancellation_code,,"logistics.order_dummy.""cancellation_code""",logistics.order_dummy
Created at,,"logistics.order_dummy.""Created at""",logistics.order_dummy
Date,,"logistics.order_dummy.""Date""",logistics.order_dummy
domain,,"logistics.order_dummy.""domain""",logistics.order_dummy
on-time-del,,"logistics.order_dummy.""on-time-del""",logistics.order_dummy
Shipped at,,"logistics.order_dummy.""Shipped at""",logistics.order_dummy
Ready to Ship,,"logistics.order_dummy.""Ready to Ship""",logistics.order_dummy
Promised time,,"logistics.order_dummy.""Promised time""",logistics.order_dummy
tat_dif,,"logistics.order_dummy.""tat_dif""",logistics.order_dummy
tat_diff_days,,"logistics.order_dummy.""tat_diff_days""",logistics.order_dummy
day_diff,,"logistics.order_dummy.""day_diff""",logistics.order_dummy
min_diff,,"logistics.order_dummy.""min_diff""",logistics.order_dummy
tat_time,,"logistics.order_dummy.""tat_time""",logistics.order_dummy
no_key,,"logistics.order_dummy.""no_key""",logistics.order_dummy
ONDC order_status,,"logistics.order_dummy.""ONDC order_status""",logistics.order_dummy
Updated at,,"logistics.order_dummy.""Updated at""",logistics.order_dummy
Category,,"logistics.order_dummy.""Category""",logistics.order_dummy
Consolidated_category,,"logistics.order_dummy.""Consolidated_category""",logistics.order_dummy
"▼ search_data_dec   (base table, 1 cols)",,,logistics.search_data_dec
network_transaction_id,,"logistics.search_data_dec.""network_transaction_id""",logistics.search_data_dec
