Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
"▼ lsp_view_potential_latlong   (base table, 16 cols)",,,no_recommendation.lsp_view_potential_latlong,"CREATE INDEX index_lsp_latlong_date ON no_recommendation.lsp_view_potential_latlong USING btree (date)

CREATE INDEX index_lsp_latlong_timeframe ON no_recommendation.lsp_view_potential_latlong USING btree (time_frame)

CREATE INDEX index_lsp_latlong_pincode ON no_recommendation.lsp_view_potential_latlong USING btree (pincode)

CREATE INDEX index_lsp_latlong_lat ON no_recommendation.lsp_view_potential_latlong USING btree (latitude)

CREATE INDEX index_lsp_latlong_long ON no_recommendation.lsp_view_potential_latlong USING btree (longitude)"
date,Timestamp or date indicating when date occurred.,"no_recommendation.lsp_view_potential_latlong.""date""",no_recommendation.lsp_view_potential_latlong,
time_frame,Timestamp or date indicating when time frame occurred.,"no_recommendation.lsp_view_potential_latlong.""time_frame""",no_recommendation.lsp_view_potential_latlong,
pincode,Indian postal code (pincode).,"no_recommendation.lsp_view_potential_latlong.""pincode""",no_recommendation.lsp_view_potential_latlong,
latitude,Timestamp or date indicating when latitude occurred.,"no_recommendation.lsp_view_potential_latlong.""latitude""",no_recommendation.lsp_view_potential_latlong,
longitude,Data representing the longitude.,"no_recommendation.lsp_view_potential_latlong.""longitude""",no_recommendation.lsp_view_potential_latlong,
potential_orders,Data representing the potential orders.,"no_recommendation.lsp_view_potential_latlong.""potential_orders""",no_recommendation.lsp_view_potential_latlong,
assigned,Data representing the assigned.,"no_recommendation.lsp_view_potential_latlong.""assigned""",no_recommendation.lsp_view_potential_latlong,
delivered,Data representing the delivered.,"no_recommendation.lsp_view_potential_latlong.""delivered""",no_recommendation.lsp_view_potential_latlong,
linked_potential_orders,Data representing the linked potential orders.,"no_recommendation.lsp_view_potential_latlong.""linked_potential_orders""",no_recommendation.lsp_view_potential_latlong,
linked_assigned,Data representing the linked assigned.,"no_recommendation.lsp_view_potential_latlong.""linked_assigned""",no_recommendation.lsp_view_potential_latlong,
linked_delivered,Data representing the linked delivered.,"no_recommendation.lsp_view_potential_latlong.""linked_delivered""",no_recommendation.lsp_view_potential_latlong,
independent_potential_orders,Data representing the independent potential orders.,"no_recommendation.lsp_view_potential_latlong.""independent_potential_orders""",no_recommendation.lsp_view_potential_latlong,
independent_assigned,Data representing the independent assigned.,"no_recommendation.lsp_view_potential_latlong.""independent_assigned""",no_recommendation.lsp_view_potential_latlong,
independent_delivered,Data representing the independent delivered.,"no_recommendation.lsp_view_potential_latlong.""independent_delivered""",no_recommendation.lsp_view_potential_latlong,
unique_logistics_latlong,Timestamp or date indicating when unique logistics latlong occurred.,"no_recommendation.lsp_view_potential_latlong.""unique_logistics_latlong""",no_recommendation.lsp_view_potential_latlong,
unique_logistics_city,City name for the given context.,"no_recommendation.lsp_view_potential_latlong.""unique_logistics_city""",no_recommendation.lsp_view_potential_latlong,
"▼ lsp_view_potential_latlong_new   (base table, 19 cols)",,,no_recommendation.lsp_view_potential_latlong_new,"CREATE INDEX index_lsp_latlong_new_date ON no_recommendation.lsp_view_potential_latlong_new USING btree (date)

CREATE INDEX index_lsp_latlong_new_timeframe ON no_recommendation.lsp_view_potential_latlong_new USING btree (time_frame)

CREATE INDEX index_lsp_latlong_new_pincode ON no_recommendation.lsp_view_potential_latlong_new USING btree (pincode)

CREATE INDEX index_lsp_latlong_new_lat ON no_recommendation.lsp_view_potential_latlong_new USING btree (latitude)

CREATE INDEX index_lsp_latlong_new_long ON no_recommendation.lsp_view_potential_latlong_new USING btree (longitude)

CREATE INDEX index_lsp_latlong_new_h3_res_7 ON no_recommendation.lsp_view_potential_latlong_new USING btree (h3_res_7)

CREATE INDEX index_lsp_latlong_new_h3_res_8 ON no_recommendation.lsp_view_potential_latlong_new USING btree (h3_res_8)

CREATE INDEX index_lsp_latlong_new_h3_res_9 ON no_recommendation.lsp_view_potential_latlong_new USING btree (h3_res_9)"
date,Timestamp or date indicating when date occurred.,"no_recommendation.lsp_view_potential_latlong_new.""date""",no_recommendation.lsp_view_potential_latlong_new,
time_frame,Timestamp or date indicating when time frame occurred.,"no_recommendation.lsp_view_potential_latlong_new.""time_frame""",no_recommendation.lsp_view_potential_latlong_new,
pincode,Indian postal code (pincode).,"no_recommendation.lsp_view_potential_latlong_new.""pincode""",no_recommendation.lsp_view_potential_latlong_new,
latitude,Timestamp or date indicating when latitude occurred.,"no_recommendation.lsp_view_potential_latlong_new.""latitude""",no_recommendation.lsp_view_potential_latlong_new,
longitude,Data representing the longitude.,"no_recommendation.lsp_view_potential_latlong_new.""longitude""",no_recommendation.lsp_view_potential_latlong_new,
potential_orders,Data representing the potential orders.,"no_recommendation.lsp_view_potential_latlong_new.""potential_orders""",no_recommendation.lsp_view_potential_latlong_new,
assigned,Data representing the assigned.,"no_recommendation.lsp_view_potential_latlong_new.""assigned""",no_recommendation.lsp_view_potential_latlong_new,
delivered,Data representing the delivered.,"no_recommendation.lsp_view_potential_latlong_new.""delivered""",no_recommendation.lsp_view_potential_latlong_new,
linked_potential_orders,Data representing the linked potential orders.,"no_recommendation.lsp_view_potential_latlong_new.""linked_potential_orders""",no_recommendation.lsp_view_potential_latlong_new,
linked_assigned,Data representing the linked assigned.,"no_recommendation.lsp_view_potential_latlong_new.""linked_assigned""",no_recommendation.lsp_view_potential_latlong_new,
linked_delivered,Data representing the linked delivered.,"no_recommendation.lsp_view_potential_latlong_new.""linked_delivered""",no_recommendation.lsp_view_potential_latlong_new,
independent_potential_orders,Data representing the independent potential orders.,"no_recommendation.lsp_view_potential_latlong_new.""independent_potential_orders""",no_recommendation.lsp_view_potential_latlong_new,
independent_assigned,Data representing the independent assigned.,"no_recommendation.lsp_view_potential_latlong_new.""independent_assigned""",no_recommendation.lsp_view_potential_latlong_new,
independent_delivered,Data representing the independent delivered.,"no_recommendation.lsp_view_potential_latlong_new.""independent_delivered""",no_recommendation.lsp_view_potential_latlong_new,
unique_logistics_latlong,Timestamp or date indicating when unique logistics latlong occurred.,"no_recommendation.lsp_view_potential_latlong_new.""unique_logistics_latlong""",no_recommendation.lsp_view_potential_latlong_new,
unique_logistics_city,City name for the given context.,"no_recommendation.lsp_view_potential_latlong_new.""unique_logistics_city""",no_recommendation.lsp_view_potential_latlong_new,
h3_res_7,Data representing the h3 res 7.,"no_recommendation.lsp_view_potential_latlong_new.""h3_res_7""",no_recommendation.lsp_view_potential_latlong_new,
h3_res_8,Data representing the h3 res 8.,"no_recommendation.lsp_view_potential_latlong_new.""h3_res_8""",no_recommendation.lsp_view_potential_latlong_new,
h3_res_9,Data representing the h3 res 9.,"no_recommendation.lsp_view_potential_latlong_new.""h3_res_9""",no_recommendation.lsp_view_potential_latlong_new,
"▼ lsp_view_potential_order   (base table, 14 cols)",,,no_recommendation.lsp_view_potential_order,
date,Timestamp or date indicating when date occurred.,"no_recommendation.lsp_view_potential_order.""date""",no_recommendation.lsp_view_potential_order,
time_frame,Timestamp or date indicating when time frame occurred.,"no_recommendation.lsp_view_potential_order.""time_frame""",no_recommendation.lsp_view_potential_order,
pincode,Indian postal code (pincode).,"no_recommendation.lsp_view_potential_order.""pincode""",no_recommendation.lsp_view_potential_order,
potential_orders,Data representing the potential orders.,"no_recommendation.lsp_view_potential_order.""potential_orders""",no_recommendation.lsp_view_potential_order,
assigned,Data representing the assigned.,"no_recommendation.lsp_view_potential_order.""assigned""",no_recommendation.lsp_view_potential_order,
delivered,Data representing the delivered.,"no_recommendation.lsp_view_potential_order.""delivered""",no_recommendation.lsp_view_potential_order,
linked_potential_orders,Data representing the linked potential orders.,"no_recommendation.lsp_view_potential_order.""linked_potential_orders""",no_recommendation.lsp_view_potential_order,
linked_assigned,Data representing the linked assigned.,"no_recommendation.lsp_view_potential_order.""linked_assigned""",no_recommendation.lsp_view_potential_order,
linked_delivered,Data representing the linked delivered.,"no_recommendation.lsp_view_potential_order.""linked_delivered""",no_recommendation.lsp_view_potential_order,
independent_potential_orders,Data representing the independent potential orders.,"no_recommendation.lsp_view_potential_order.""independent_potential_orders""",no_recommendation.lsp_view_potential_order,
independent_assigned,Data representing the independent assigned.,"no_recommendation.lsp_view_potential_order.""independent_assigned""",no_recommendation.lsp_view_potential_order,
independent_delivered,Data representing the independent delivered.,"no_recommendation.lsp_view_potential_order.""independent_delivered""",no_recommendation.lsp_view_potential_order,
unique_logistics_pincode,Indian postal code (pincode).,"no_recommendation.lsp_view_potential_order.""unique_logistics_pincode""",no_recommendation.lsp_view_potential_order,
unique_logistics,Data representing the unique logistics.,"no_recommendation.lsp_view_potential_order.""unique_logistics""",no_recommendation.lsp_view_potential_order,
"▼ lsp_view_testing_tbl   (base table, 4 cols)",,,no_recommendation.lsp_view_testing_tbl,
date,Timestamp or date indicating when date occurred.,"no_recommendation.lsp_view_testing_tbl.""date""",no_recommendation.lsp_view_testing_tbl,
h3_res8,Data representing the h3 res8.,"no_recommendation.lsp_view_testing_tbl.""h3_res8""",no_recommendation.lsp_view_testing_tbl,
h3_res10,Data representing the h3 res10.,"no_recommendation.lsp_view_testing_tbl.""h3_res10""",no_recommendation.lsp_view_testing_tbl,
h3_res12,Data representing the h3 res12.,"no_recommendation.lsp_view_testing_tbl.""h3_res12""",no_recommendation.lsp_view_testing_tbl,
"▼ open_data_pincode   (base table, 3 cols)",,,no_recommendation.open_data_pincode,
pincode,Indian postal code (pincode).,"no_recommendation.open_data_pincode.""pincode""",no_recommendation.open_data_pincode,
districtname,Name of the districtname.,"no_recommendation.open_data_pincode.""districtname""",no_recommendation.open_data_pincode,
state,Turn-Around-Time (TAT) measurement.,"no_recommendation.open_data_pincode.""state""",no_recommendation.open_data_pincode,
"▼ plan_your_supply_2   (base table, 16 cols)",,,no_recommendation.plan_your_supply_2,"CREATE INDEX pys_provider_name ON no_recommendation.plan_your_supply_2 USING btree (provider_name)

CREATE INDEX pys_pincode ON no_recommendation.plan_your_supply_2 USING btree (pick_up_pincode)

CREATE INDEX pys_district_name ON no_recommendation.plan_your_supply_2 USING btree (district_name)

CREATE INDEX pys_date ON no_recommendation.plan_your_supply_2 USING btree (date)

CREATE INDEX pys_lbnp ON no_recommendation.plan_your_supply_2 USING btree (lbnp)"
date,Timestamp or date indicating when date occurred.,"no_recommendation.plan_your_supply_2.""date""",no_recommendation.plan_your_supply_2,
hour,Data representing the hour.,"no_recommendation.plan_your_supply_2.""hour""",no_recommendation.plan_your_supply_2,
lbnp,Data representing the lbnp.,"no_recommendation.plan_your_supply_2.""lbnp""",no_recommendation.plan_your_supply_2,
provider_name,Unique identifier for provider name.,"no_recommendation.plan_your_supply_2.""provider_name""",no_recommendation.plan_your_supply_2,
linked,Data representing the linked.,"no_recommendation.plan_your_supply_2.""linked""",no_recommendation.plan_your_supply_2,
pick_up_lat,Timestamp or date indicating when pick up lat occurred.,"no_recommendation.plan_your_supply_2.""pick_up_lat""",no_recommendation.plan_your_supply_2,
pick_up_long,Data representing the pick up long.,"no_recommendation.plan_your_supply_2.""pick_up_long""",no_recommendation.plan_your_supply_2,
pick_up_pincode,Indian postal code (pincode).,"no_recommendation.plan_your_supply_2.""pick_up_pincode""",no_recommendation.plan_your_supply_2,
district_name,Name of the district.,"no_recommendation.plan_your_supply_2.""district_name""",no_recommendation.plan_your_supply_2,
fulfillment_type,Data representing the fulfillment type.,"no_recommendation.plan_your_supply_2.""fulfillment_type""",no_recommendation.plan_your_supply_2,
h3_index,Data representing the h3 index.,"no_recommendation.plan_your_supply_2.""h3_index""",no_recommendation.plan_your_supply_2,
total_demand,Data representing the total demand.,"no_recommendation.plan_your_supply_2.""total_demand""",no_recommendation.plan_your_supply_2,
delivered_orders,Data representing the delivered orders.,"no_recommendation.plan_your_supply_2.""delivered_orders""",no_recommendation.plan_your_supply_2,
cancelled_orders,Data representing the cancelled orders.,"no_recommendation.plan_your_supply_2.""cancelled_orders""",no_recommendation.plan_your_supply_2,
assigned_orders,Data representing the assigned orders.,"no_recommendation.plan_your_supply_2.""assigned_orders""",no_recommendation.plan_your_supply_2,
preassign_cancel,Data representing the preassign cancel.,"no_recommendation.plan_your_supply_2.""preassign_cancel""",no_recommendation.plan_your_supply_2,
"▼ refresh_tokens   (base table, 8 cols)",,,no_recommendation.refresh_tokens,"CREATE UNIQUE INDEX refresh_tokens_pkey ON no_recommendation.refresh_tokens USING btree (id)

CREATE UNIQUE INDEX refresh_tokens_token_hash_key ON no_recommendation.refresh_tokens USING btree (token_hash)

CREATE INDEX idx_refresh_tokens_user_id ON no_recommendation.refresh_tokens USING btree (user_id)

CREATE INDEX idx_refresh_tokens_token_hash ON no_recommendation.refresh_tokens USING btree (token_hash)

CREATE INDEX idx_refresh_tokens_expires_at ON no_recommendation.refresh_tokens USING btree (expires_at)"
id,Unique identifier for id.,"no_recommendation.refresh_tokens.""id""",no_recommendation.refresh_tokens,
user_id,Unique identifier for user.,"no_recommendation.refresh_tokens.""user_id""",no_recommendation.refresh_tokens,
token_hash,Data representing the token hash.,"no_recommendation.refresh_tokens.""token_hash""",no_recommendation.refresh_tokens,
expires_at,Timestamp or date indicating when expires at occurred.,"no_recommendation.refresh_tokens.""expires_at""",no_recommendation.refresh_tokens,
revoked_at,Timestamp or date indicating when revoked at occurred.,"no_recommendation.refresh_tokens.""revoked_at""",no_recommendation.refresh_tokens,
ip_address,Data representing the ip address.,"no_recommendation.refresh_tokens.""ip_address""",no_recommendation.refresh_tokens,
user_agent,Data representing the user agent.,"no_recommendation.refresh_tokens.""user_agent""",no_recommendation.refresh_tokens,
created_at,Timestamp when the record was created.,"no_recommendation.refresh_tokens.""created_at""",no_recommendation.refresh_tokens,
"▼ seller_h3   (base table, 7 cols)",,,no_recommendation.seller_h3,
date,Timestamp or date indicating when date occurred.,"no_recommendation.seller_h3.""date""",no_recommendation.seller_h3,
pincode,Indian postal code (pincode).,"no_recommendation.seller_h3.""pincode""",no_recommendation.seller_h3,
provider_long,Unique identifier for provider long.,"no_recommendation.seller_h3.""provider_long""",no_recommendation.seller_h3,
provider_lat,Unique identifier for provider lat.,"no_recommendation.seller_h3.""provider_lat""",no_recommendation.seller_h3,
seller_count,Data representing the seller count.,"no_recommendation.seller_h3.""seller_count""",no_recommendation.seller_h3,
qsr_seller,Data representing the qsr seller.,"no_recommendation.seller_h3.""qsr_seller""",no_recommendation.seller_h3,
h3_res_8,Data representing the h3 res 8.,"no_recommendation.seller_h3.""h3_res_8""",no_recommendation.seller_h3,
"▼ sessions   (base table, 9 cols)",,,no_recommendation.sessions,"CREATE UNIQUE INDEX sessions_pkey ON no_recommendation.sessions USING btree (id)

CREATE UNIQUE INDEX sessions_session_token_key ON no_recommendation.sessions USING btree (session_token)

CREATE INDEX idx_sessions_user_id ON no_recommendation.sessions USING btree (user_id)

CREATE INDEX idx_sessions_session_token ON no_recommendation.sessions USING btree (session_token)

CREATE INDEX idx_sessions_expires_at ON no_recommendation.sessions USING btree (expires_at)"
id,Unique identifier for id.,"no_recommendation.sessions.""id""",no_recommendation.sessions,
user_id,Unique identifier for user.,"no_recommendation.sessions.""user_id""",no_recommendation.sessions,
refresh_token_id,Data representing the refresh token id.,"no_recommendation.sessions.""refresh_token_id""",no_recommendation.sessions,
session_token,Data representing the session token.,"no_recommendation.sessions.""session_token""",no_recommendation.sessions,
ip_address,Data representing the ip address.,"no_recommendation.sessions.""ip_address""",no_recommendation.sessions,
user_agent,Data representing the user agent.,"no_recommendation.sessions.""user_agent""",no_recommendation.sessions,
last_activity_at,Timestamp or date indicating when last activity at occurred.,"no_recommendation.sessions.""last_activity_at""",no_recommendation.sessions,
created_at,Timestamp when the record was created.,"no_recommendation.sessions.""created_at""",no_recommendation.sessions,
expires_at,Timestamp or date indicating when expires at occurred.,"no_recommendation.sessions.""expires_at""",no_recommendation.sessions,
"▼ sku_seller_trim   (base table, 4 cols)",,,no_recommendation.sku_seller_trim,
Date,Timestamp or date indicating when date occurred.,"no_recommendation.sku_seller_trim.""Date""",no_recommendation.sku_seller_trim,
pin_code,Data representing the pin code.,"no_recommendation.sku_seller_trim.""pin_code""",no_recommendation.sku_seller_trim,
seller_count,Data representing the seller count.,"no_recommendation.sku_seller_trim.""seller_count""",no_recommendation.sku_seller_trim,
Qsr Seller,Data representing the qsr seller.,"no_recommendation.sku_seller_trim.""Qsr Seller""",no_recommendation.sku_seller_trim,
"▼ user_devices   (base table, 8 cols)",,,no_recommendation.user_devices,"CREATE UNIQUE INDEX user_devices_pkey ON no_recommendation.user_devices USING btree (id)

CREATE UNIQUE INDEX user_devices_unique ON no_recommendation.user_devices USING btree (user_id, device_fingerprint)

CREATE INDEX idx_user_devices_user_id ON no_recommendation.user_devices USING btree (user_id)

CREATE INDEX idx_user_devices_fingerprint ON no_recommendation.user_devices USING btree (device_fingerprint)"
id,Unique identifier for id.,"no_recommendation.user_devices.""id""",no_recommendation.user_devices,
user_id,Unique identifier for user.,"no_recommendation.user_devices.""user_id""",no_recommendation.user_devices,
device_fingerprint,Data representing the device fingerprint.,"no_recommendation.user_devices.""device_fingerprint""",no_recommendation.user_devices,
device_name,Name of the device.,"no_recommendation.user_devices.""device_name""",no_recommendation.user_devices,
user_agent,Data representing the user agent.,"no_recommendation.user_devices.""user_agent""",no_recommendation.user_devices,
first_seen_at,Timestamp or date indicating when first seen at occurred.,"no_recommendation.user_devices.""first_seen_at""",no_recommendation.user_devices,
last_seen_at,Timestamp or date indicating when last seen at occurred.,"no_recommendation.user_devices.""last_seen_at""",no_recommendation.user_devices,
last_ip_address,Data representing the last ip address.,"no_recommendation.user_devices.""last_ip_address""",no_recommendation.user_devices,
"▼ users   (base table, 7 cols)",,,no_recommendation.users,"CREATE UNIQUE INDEX users_pkey ON no_recommendation.users USING btree (id)

CREATE UNIQUE INDEX users_email_key ON no_recommendation.users USING btree (email)

CREATE INDEX idx_users_email ON no_recommendation.users USING btree (email)"
id,Unique identifier for id.,"no_recommendation.users.""id""",no_recommendation.users,
email,Data representing the email.,"no_recommendation.users.""email""",no_recommendation.users,
name,Name of the name.,"no_recommendation.users.""name""",no_recommendation.users,
profile_picture,Data representing the profile picture.,"no_recommendation.users.""profile_picture""",no_recommendation.users,
created_at,Timestamp when the record was created.,"no_recommendation.users.""created_at""",no_recommendation.users,
updated_at,Timestamp when the record was last updated.,"no_recommendation.users.""updated_at""",no_recommendation.users,
last_login,Data representing the last login.,"no_recommendation.users.""last_login""",no_recommendation.users,
